Time elapsed,Signal,Attention,Meditation,EEG delta, EEG theta,EEG low alpha,EEG high alpha,EEG low beta,EEG high beta,EEG low gamma,EEG mid gamma,Raw,Blink strength
0.032959,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,75|108|133|107|38|8|44|85|103|81|43|22|20|27|22|13|25|56,0
0.0670166,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,70|41|17|11|16|32|69|101|81|23|24|82|92|50|-1|-10|18,0
0.100952,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,44|61|72|71|52|27|11|18|39|64|65|45|27|20|50|80|84,0
0.134033,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,75|64|69|82|75|65|86|116|81|54|81|118|112|76|48|8|0,0
0.167969,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,26|54|68|53|29|20|24|33|32|52|64|51|57|50|28|10|5,0
0.20105,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,17|18|8|-2|1|24|45|52|32|23|38|17|-20|-29|-21|-20|-28,0
0.235962,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-34|3|49|56|57|67|87|116|138|109|34|-1|29|66|51|35|52|49,0
0.269043,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,28|48|76|74|53|33|11|-1|19|49|58|51|11|-7|-8|-1|16|20,0
0.302979,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,6|6|29|18|2|13|16|-3|-17|-8|-10|0|45|58|10|23|19,0
0.336914,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-20|-33|-29|-25|11|42|33|22|34|36|20|12|19|24|24|7|-8,0
0.370972,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-10|-6|16|49|70|88|84|51|37|22|2|-5|9|40|70|70|48,0
0.403931,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,23|17|34|22,0
0.437012,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-3|-4|2|-13|-19|-13|-23|-19|3|8|-22|-40|-71|-105|-117|-114|-100|-65|-45|-51|-58|-59|-44|-18|-17|-27|-21|-36|-73|-86,0
0.470947,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-56|-11|20|28|13|6|8|17|28|38|22|2|10|24|40|59|51|36,0
0.504028,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,27|38|57|66|55|24|-4|-4|17|35|56|70|73|72|68,0
0.537964,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,66|71|74|52|17|19|43|45|20|0|-10|-18|-3|9|13|22|26|39,0
0.571045,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,61|69|48|28|42|70|72|67|82|75|49|42|40|28|42|76|77|17,0
0.60498,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-34|-29|-26|-19|9|22|6|-6|3|5|-4|-12|-9|6|51|86|87,0
0.639038,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,60|61|89|103|83|71|66|44|37|50|70|74|67|69|115|180|186|119,0
0.672974,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,53|33|54|76|69|33|11|27|53|48|13|-4|-6|21|58|71|64,0
0.706055,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,36|25|42|58|52|20|-8|-4|12|34|45|61|86|72|35|27|26,0
0.73999,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,55|86|84|57|58|57|58|61|53|37|4|-8|10|36|50|42|8,0
0.772949,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-4|19|35|21|9|11|11|4|25|36|17|-9|-14|0|6|4|-3,0
0.807983,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,4|8|35|70|68|53|43|33|25|32|40|51,0
0.842041,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,53|35|19|34|56|58|34|3|-10|-21|-44|-69|-77|-61|-41|-26|-29|-55|-66|-65|-72|-73,0
0.876953,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,-71|-66|-36|-13|-37|-71|-70|-43|-28|-28|-26|-11|-4|-3|6|11|21|40,0
0.910034,0,30,35,62226,202522,20310,13791,35575,14684,9349,5080,41|23|4|-6|-11|-13|-13|-13|-8|0|9|20|24|21|16|16|19|18,0
0.94397,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,1|3|20|25|24|21|21|25|34|36|23|7|0|-2|9,0
0.978027,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,11|10|19|29|39|52|71|76|83|75|73|81|92|97|91|82|72|71|72|52|27,0
1.01196,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,23|29|35|32|20|21|32|32|20|20|41|59|55|51|42|36,0
1.04504,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,34|29|26|25|23|21|10|-6|-17|-12|-5|3|5|-18|-49|-57,0
1.078,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,-65|-71|-65|-49|-34|-11|20|36|12|-8|-19|-5|1|16|29|38|57|74|67,0
1.11206,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,42|33|54|91|89|44|12|16|35|43|43|51|65|67|65|67|67,0
1.146,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,58|43|41|54|74|82|74|75|87|96|83|68|50|34|17|26|48,0
1.17993,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,48|43|53|65|66|58|51|60|84|99|103|86|86|104|98|74|58|61,0
1.21399,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,61|41|24|39|64|67|70|70|67|58|48|40|55|86|96|84|82,0
1.24805,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,97|108|104|81|70|87|99|89|71|60|73|97|105|87|64|48|41|32,0
1.28308,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,32|43|51|50|48|56|57|49|26|3|-18|-29|-24|-18|-7|4|9,0
1.31604,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,11|0|-12|-5|23|35|35|36|25|23|28|43|53|53|54|57|53,0
1.34998,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,45|48|59|64|51|55|59|57|52|35|29|42|39|25|13|20|24,0
1.38403,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,21|27|37|37|39|44|50|52|60|65|57|32|10|16|34|52|65|57,0
1.41797,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,40|27|38|56|54|42|49|48|37|40|36|28|27|26|23|44|64,0
1.45203,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,56|41|40|55|65|56|61|68|65|57|38|21|13|12|9|5|11|40,0
1.48694,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,64|54|37|42|65|70|51|24|5|4|24|44|51|41|29|28|34|33,0
1.521,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,29|20|12|11|12|7|-3|0|13|35|40|32|6|-11|2|9|0,0
1.55603,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,-25|-34|-25|-25|-21|-1|3|-13|-21|-5|26|37|19|9|11|20|22|22,0
1.59009,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,39|43|41|56|72|60|59|58|50|53|70|86|91|85|77|81|85,0
1.62402,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,80|71|67|66|61|55|55|60|61|53|42|39|48|57|54|45|45|36,0
1.65796,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,33|34|18|3|4|13|19|25|39|39|8|-12|-6|18,0
1.69299,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,36|34|25|19|13|20|32|20|-4|-12|-19|-25|-37|-49|-70|-82|-85|-85|-77|-58,0
1.72705,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,-35|-22|-17|-12|-7|2|7|12|9|-3|-1|16|23|27|24|22|24|28|24,0
1.76099,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,12|11|29|39|34|38|49|44|36|35|36|36|48|52|48|43|41,0
1.79504,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,35|24|19|23|26|26|40|56|58|52|45|37,0
1.82898,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,39|45|55|64|69|71|59|39|33|32|26|19|3|-18|-30|-28|-27|-21|-12|-10|-6|-5,0
1.86304,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,-1|6|17|19|23|26|20|17|27|27|10|10|11|16|12|12|21|25|21,0
1.896,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,8|6|25|45|51|38|33|38|51|59|55|54|56|57|66|75,0
1.93103,0,35,53,96592,20717,27911,30779,6928,6897,8264,5985,73|49|33|38|48|41|38|36|32|35|34|32|33|28|19|2|-9|-19,0
1.96497,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,-9|24|42|38|26|26|35|19|-7|-24|-8|25|56|72|64|55|66,0
1.99902,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,80|87|88|66|48|37|27|28|33|23|16|17|27|33|28|24|35|56,0
2.03296,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,80|85|86|91|99|96|82|69|52|52|59|57|53|56|68|80|89|87,0
2.06799,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,64|41|34|38|50|57|64|71|74|70|72|73|74|71|57|36|13,0
2.10205,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,10|6|3|-1|3,0
2.13599,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,19|37|41|34|19|17|19|10|7|6|-7|-34|-57|-71|-71|-67|-66|-53|-43|-41|-35|-26|-21|-20|-19|-12|-8|3|11|11,0
2.17102,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,13|21|28|38|43|50|59|60|58|53|39|40|58|66|60|56|54|59,0
2.20496,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,66|64|61|80|93|101|86|67|65|68|76|85|81|73|69|67|60,0
2.23804,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,77|92|86|75|71|67|49|33|33|35|33|26|32|32|29|32|38|55,0
2.27197,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,67|61|52|42|38|40|50|55|48|28|24|26|25|27|38|44|45,0
2.30493,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,45|39|35|40|49|50|36|21|27,0
2.33899,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,38|42|50|50|39|29|25|13|-6|-28|-40|-43|-40|-37|-50|-65|-70|-73|-81|-77|-68|-57|-55|-55|-52,0
2.37305,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,-38|-36|-39|-49|-52|-41|-26|-5|18|34|26|11|2|19|59|83|71|60,0
2.40698,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,58|61|70|71|53|42|43|41|38|42|55|68|69|67|51|42|40,0
2.44104,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,37|34|38|39|42|49|37|33|48|66|71|65|58|57|57|60|55,0
2.474,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,54|58|59|58|56|52|49|40|53|70|71|66|64|65|73|82|73|55,0
2.50793,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,39|38|44|51|50|49|49|50|66|85|91|88|76|59|37|29|42,0
2.54199,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,55|60|65|61|45|33|29|24|20|18|12|10|8|10|12|10,0
2.57495,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,2|5|11|10|11|19|27|36|42|41|40|36|24|21|34|44|50|40,0
2.60901,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,36|43|48|49|48|43|38|32|18|7|6|7|4|-1|-1|2|19,0
2.64307,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,33|35|27|27|40|43|39|35|34|34|37|36|29|32|37|54|66|64,0
2.677,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,54|55|68|66|58|53|55|64|60|53|51|52|53|57|58|64|71,0
2.71008,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,86|92|86|76|64|54|56|64|76|83|68|56|57|48|27|13|7,0
2.74402,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,6|5|0|-2|2|1|1|12|27|49|52|41|48|56|56|49|48,0
2.77698,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,48|36|29|36|48|49|40|34|37|48|57|50|34|37|51|54|38,0
2.81201,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,19|9|20|26|28|37|55|74|70|55|42|29|26|23|17|10|16|22,0
2.84607,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,33|36|40|50|52|48|42|49|51|37|20|24|42|41|38|38|28|16,0
2.88,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,3|-6|-13|1|21|26|17|7|9|13|18|21|27|34|36|35|27,0
2.91394,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,24|22|26|38|48|48|48|49|39|26|27|20|-5|-23|-14|1|9,0
2.948,0,47,60,28909,41022,25542,9977,10944,6984,2321,1714,6|5|10|22|34|41|48|40,0
2.98096,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,38|38|48|48|36|24|9|-4|-11|-18|-19|-34|-53|-52|-46|-60|-65|-61|-67|-72|-69|-49|-24|-9|3|6|0,0
3.01599,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,-3|-9|-18|-3|16|33|42|40|38|56|81|88|83|76|86|96|81,0
3.05005,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,58|57|69|67|66|70|61|44|32|29|35|42|50|49|45|51|57|60,0
3.08398,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,65|69|58|41|36|44|58|70|59|39|33|41|45|32|8|-1,0
3.11804,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,-10|-29|-41|-27|-13|-17|-5|20|50|69|70|60|48|43|57|70|70|61|52,0
3.15198,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,53|65|61|53|49|48|39|33|27|23|20|17|22|34|34|34|38,0
3.18604,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,40|36|29|32|29|44|58|56|45|38|41|40|36|33|32|28|23|22,0
3.21997,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,22|26|25|24|22|22|24|35|51|66|61|54|50|49|45|34|23,0
3.25305,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,32|41|40|29|33|49|53|52|51|52|54|53|39|26|32|48|60,0
3.28796,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,64|48|42|65|86|75|42|29|50|64|59|45|27|23|32|35|32,0
3.32202,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,28|27|19|11|11|20|36|41|27|9|4|12|19|24|38|41|33|23,0
3.35706,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,13|5|4|8|19|29|38|50|57|65|68|64|52|41|43|42|48|58,0
3.39001,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,56|42|27|22|5|-23|-35|-22|-7|-9|-23|-43|-57|-65|-69|-78,0
3.42297,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,-97|-109|-97|-69|-45|-36|-33|-25|-19|-12|2|24|40|41|28|28|38|36,0
3.45703,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,39|51|60|73|73|66|57|56|54|50|45|38|28|23|26|25,0
3.49097,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,16|2|9|36|41|20|1|9|38|65|66|48|40|53|65|66|67|67|72,0
3.52393,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,85|101|105|93|87|82|69|64|55|40|32|37|43|42|32|25|28,0
3.55798,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,34|36|29|18|22|35|37|34|33|32|27|23|36|54|57|54,0
3.59094,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,56|56|41|19|1|-5|-5|-5,0
3.62402,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,-6|-9|-7|0|20|32|20|1|-18|-27|-29|-34|-40|-38|-44|-58|-76|-66|-41|-28|-24|-24|-13|4|16|27|41,0
3.65796,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,43|42|45|55|60|67|59|50|48|49|49|44|41|56|68|67,0
3.69202,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,66|81|101|85|53|42|45|53|57|55|44|25|17|27|48|52|43|50|59,0
3.72705,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,55|59|69|59|50|53|80|92|70|40|40|54|67|66|60|59|56|48,0
3.76099,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,41|43|42|49|57|58|44|40|35|22|12|25|41|48|54|58|53,0
3.79395,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,49|52|58|68|67|45|41|55|60|55|48|38|43|52|43|28|25,0
3.828,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,39|54|45|33|37|43|38|29|25|34|56|75|72|57|54|48|41|51,0
3.86096,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,58|54|48|50|49|42|41|38|39|41|37|27|22|26|42|54,0
3.89502,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,55|49|41|42|55|61|61|48|24|18|24|43|50|49|61|65|53|37,0
3.92798,0,38,61,5857,65532,17947,22285,5960,4656,5072,1831,25|19|7|11|29|42|52|56|53|53|58|59|54|42|26|25|23,0
3.96106,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,19|21|39|48|36|24|20|12|-7|-22|-10|10|22|20|21|26,0
3.995,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,35|37|42|51|43|24|9|12|17|12|9|9|20|40|56|59|58|54,0
4.02795,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,48|51|45|37|41|51|56|57|58|68|81|72|43|19|9|7|3,0
4.06299,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,2|0|5|13|16|11|3|-2|0|11|21|24|26|28|32|27|13,0
4.09607,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,9|11|3|-5|4|17|28|41|53|55|45|35|27|27|32|27|17|16,0
4.12903,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,21|22|19|7|7|23|39|44|43|37|26|20|22|13|10|20,0
4.16296,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,23|16|10|9|12|22|28|21|6|0|-2|-13|-23|-7|21|37|28,0
4.19592,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,17|7|16|16|12|16|16|8|7|17|24|29|44|50|50|51|51|51,0
4.22998,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,48|37|26|24|32|37|50,0
4.26404,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,56|51|50|45|41|22|-5|-35|-51|-44|-49|-59|-69|-72|-76|-69|-65|-74|-91|-92|-81|-84|-105|-115|-100|-85|-76,0
4.29797,0,35,74,14204,43968,21420,18997,30291,4524,2170,1752,-73|-66|-49|-22|6|35|43|45|54|64|60|48|35|37|44|50|41|37,0
